DDCTransactionId689A53684DC1A96C6EE7A884CD5C6B88_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.20-17.32.13, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.432946ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.10.20-17.32.14, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=0.219107ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.073183ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.10.20-17.32.14, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.204381ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.060692ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.069614ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.101745ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.104424ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.10.20-17.32.14, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.165112ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_8, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.067383ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_9, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.053104ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.10.20-17.32.14, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.151277ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_11, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.105761ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_12, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.072289ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_13, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2015.10.20-17.32.14, HierarchicalDDC, Duration=0.075862ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId92175EEC462C9C79531C718879741200_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2015.10.20-17.32.14, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.155296ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
DDCTransactionId689A53684DC1A96C6EE7A884CD5C6B88_1, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD223CF75__23E99E83774251E57C2B3F99B833103F99DBF08E, StartTime=2015.10.20-17.32.14, HierarchicalDDC, DataSize=3312989 bytes, Retrieved=true, Duration=17.852608ms, RunGuid=RunID0ED8DEB944DDF5536AEC6E9849464C2C
